RedJade Code,Green,Grassy,Cucumber,Tomato,Hay,Herbal,Mint,Woody,Pine,Floral,Jasmine,Rose,Honey,Fruity,Citrus,Lemon,Orange,Tropical,Berry,Peach,Apple,Sour,Fermented,Alcoholic,Winey,Rummy,Caramellic,Vanilla,Spicy,Coffee,Smoky,Roasted,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sulfurous,Garlic,Earthy,Musty,Animal,Musk,Powdery,Sweet,Cooling,Sharp,Medicinal,Camphoreous,Metallic,Ozone,Fishy
LEK,0.554,0.024,0.038,0.01,0.0,0.1076,0.022,0.0283,0.014,0.1897,0.01,0.074,0.01,0.59,0.11,0.0143,0.0628,0.1123,0.024,0.026,0.176,0.012,0.072,0.082,0.122,0.048,0.01,0.002,0.044,0.002,0.0,0.014,0.022,0.0493,0.1631,0.03,0.1549,0.0237,0.016,0.018,0.034,0.002,0.056,0.034,0.002,0.0,0.002,0.234,0.008,0.0247,0.0,0.006,0.018,0.004,0.01
RUT,0.178,0.008,0.002,0.012,0.0137,0.0177,0.054,0.0783,0.004,0.044,0.0,0.0,0.04,0.1,0.002,0.0,0.0,0.032,0.008,0.008,0.0,0.008,0.01,0.0,0.0,0.014,0.09,0.026,0.108,0.276,0.052,0.3043,0.292,0.4797,0.018,0.006,0.0,0.004,0.006,0.046,0.2197,0.03,0.0837,0.218,0.006,0.0,0.01,0.174,0.006,0.018,0.038,0.004,0.008,0.0,0.036
VUB,0.4026,0.006,0.028,0.008,0.018,0.1037,0.02,0.048,0.002,0.2117,0.034,0.0903,0.0176,0.4164,0.052,0.004,0.012,0.088,0.026,0.026,0.0803,0.0,0.05,0.024,0.0623,0.026,0.0417,0.014,0.0919,0.014,0.014,0.072,0.046,0.11,0.11,0.046,0.0739,0.044,0.014,0.0247,0.0653,0.022,0.0981,0.0434,0.006,0.002,0.014,0.3306,0.01,0.04,0.01,0.002,0.0562,0.012,0.014
FEL,0.4352,0.014,0.004,0.006,0.002,0.122,0.0451,0.068,0.02,0.1,0.008,0.036,0.01,0.5352,0.0869,0.022,0.01,0.208,0.05,0.008,0.124,0.016,0.068,0.076,0.038,0.028,0.02,0.004,0.0489,0.006,0.008,0.028,0.018,0.068,0.058,0.004,0.036,0.034,0.046,0.0417,0.088,0.0088,0.052,0.046,0.002,0.004,0.002,0.2618,0.008,0.034,0.008,0.016,0.0322,0.006,0.012
MZZ,0.2093,0.002,0.008,0.02,0.006,0.0551,0.018,0.1697,0.002,0.3564,0.02,0.048,0.058,0.292,0.008,0.002,0.008,0.018,0.066,0.0143,0.0147,0.002,0.008,0.0,0.006,0.006,0.052,0.134,0.3063,0.012,0.044,0.024,0.016,0.056,0.016,0.0179,0.0177,0.004,0.0083,0.0,0.01,0.002,0.056,0.03,0.02,0.0,0.038,0.574,0.0,0.01,0.02,0.002,0.012,0.016,0.002
KFA,0.154,0.008,0.002,0.014,0.028,0.0482,0.014,0.0836,0.0058,0.118,0.002,0.008,0.044,0.1643,0.01,0.0,0.004,0.034,0.01,0.006,0.008,0.004,0.016,0.002,0.018,0.004,0.0705,0.076,0.102,0.084,0.04,0.286,0.218,0.242,0.034,0.03,0.01,0.022,0.01,0.018,0.194,0.04,0.1224,0.0483,0.028,0.002,0.068,0.2843,0.004,0.024,0.046,0.008,0.01,0.0,0.01
XMX,0.486,0.018,0.0,0.0118,0.014,0.04,0.072,0.064,0.004,0.014,0.0,0.0,0.01,0.116,0.008,0.016,0.002,0.016,0.002,0.002,0.006,0.004,0.018,0.006,0.006,0.058,0.0547,0.0,0.03,0.09,0.068,0.1885,0.162,0.1475,0.0302,0.004,0.006,0.008,0.018,0.022,0.1115,0.03,0.3555,0.064,0.014,0.0,0.002,0.166,0.008,0.012,0.03,0.01,0.012,0.0,0.088
ZFZ,0.326,0.008,0.006,0.002,0.02,0.154,0.098,0.114,0.016,0.14,0.024,0.052,0.05,0.5933,0.05,0.0,0.004,0.124,0.07,0.038,0.218,0.014,0.066,0.032,0.064,0.07,0.056,0.01,0.054,0.016,0.008,0.044,0.026,0.068,0.032,0.016,0.022,0.024,0.036,0.034,0.05,0.01,0.062,0.046,0.014,0.006,0.024,0.334,0.036,0.036,0.016,0.046,0.024,0.002,0.0
UDP,0.214,0.004,0.0,0.1158,0.002,0.0178,0.016,0.004,0.0,0.018,0.0,0.004,0.006,0.0748,0.0,0.0,0.002,0.04,0.002,0.006,0.01,0.002,0.026,0.01,0.006,0.016,0.098,0.008,0.034,0.216,0.034,0.244,0.3246,0.348,0.0262,0.018,0.0,0.018,0.01,0.018,0.338,0.096,0.082,0.094,0.002,0.0,0.008,0.106,0.0,0.006,0.008,0.0,0.0094,0.0,0.044
INC,0.164,0.01,0.0,0.022,0.01,0.01,0.002,0.042,0.0,0.01,0.0,0.004,0.012,0.096,0.0,0.0,0.0,0.024,0.026,0.002,0.008,0.02,0.008,0.016,0.024,0.026,0.194,0.014,0.04,0.088,0.034,0.414,0.294,0.33,0.042,0.016,0.0,0.026,0.102,0.028,0.334,0.04,0.036,0.064,0.002,0.004,0.006,0.306,0.002,0.034,0.026,0.0,0.08,0.0,0.108
JQG,0.106,0.008,0.0,0.002,0.12,0.114,0.0719,0.136,0.0161,0.144,0.01,0.012,0.116,0.1742,0.012,0.0,0.008,0.028,0.012,0.004,0.026,0.02,0.004,0.0,0.008,0.01,0.1669,0.054,0.1579,0.0479,0.056,0.156,0.076,0.206,0.032,0.028,0.002,0.0061,0.034,0.006,0.052,0.006,0.096,0.1062,0.012,0.004,0.068,0.4285,0.006,0.046,0.052,0.026,0.01,0.002,0.0
PKB,0.349,0.006,0.002,0.022,0.02,0.07,0.052,0.104,0.004,0.178,0.01,0.054,0.024,0.2412,0.0369,0.012,0.012,0.122,0.012,0.006,0.012,0.002,0.01,0.004,0.008,0.0,0.01,0.014,0.0539,0.06,0.024,0.2322,0.154,0.1378,0.0518,0.01,0.014,0.008,0.014,0.006,0.2798,0.098,0.1018,0.026,0.006,0.002,0.02,0.1866,0.002,0.0251,0.0196,0.02,0.058,0.008,0.01
HJH,0.2031,0.002,0.0,0.002,0.086,0.078,0.012,0.0959,0.002,0.3084,0.016,0.064,0.118,0.2059,0.006,0.002,0.004,0.018,0.01,0.006,0.014,0.02,0.02,0.002,0.006,0.004,0.038,0.06,0.1934,0.028,0.068,0.066,0.032,0.17,0.02,0.022,0.032,0.034,0.036,0.0097,0.054,0.03,0.0841,0.058,0.038,0.002,0.046,0.4383,0.0,0.036,0.076,0.004,0.018,0.002,0.008
GMU,0.1327,0.002,0.0,0.022,0.044,0.036,0.028,0.052,0.0,0.034,0.002,0.01,0.03,0.104,0.0,0.002,0.0,0.026,0.008,0.006,0.006,0.016,0.048,0.004,0.014,0.024,0.106,0.016,0.05,0.166,0.05,0.28,0.316,0.264,0.036,0.018,0.008,0.014,0.03,0.0293,0.3127,0.114,0.042,0.0947,0.006,0.0,0.022,0.2053,0.018,0.02,0.03,0.008,0.026,0.004,0.044
UVM,0.184,0.012,0.008,0.004,0.082,0.066,0.02,0.076,0.006,0.194,0.004,0.018,0.074,0.258,0.006,0.0,0.006,0.028,0.022,0.006,0.03,0.02,0.01,0.008,0.044,0.018,0.128,0.118,0.108,0.052,0.034,0.082,0.044,0.13,0.042,0.032,0.026,0.032,0.024,0.004,0.038,0.004,0.062,0.048,0.022,0.006,0.084,0.408,0.004,0.012,0.036,0.004,0.01,0.014,0.006
EIS,0.2266,0.01,0.002,0.02,0.04,0.078,0.06,0.16,0.022,0.2069,0.002,0.018,0.024,0.1596,0.044,0.008,0.044,0.054,0.014,0.0061,0.014,0.004,0.004,0.004,0.002,0.004,0.0218,0.044,0.121,0.04,0.06,0.218,0.156,0.196,0.0591,0.024,0.016,0.004,0.008,0.004,0.126,0.0166,0.1569,0.0382,0.026,0.018,0.06,0.2586,0.0,0.016,0.02,0.0325,0.038,0.002,0.012
QWB,0.134,0.004,0.0,0.002,0.058,0.0559,0.028,0.06,0.008,0.17,0.014,0.054,0.034,0.1413,0.012,0.006,0.008,0.022,0.006,0.002,0.004,0.002,0.014,0.008,0.008,0.01,0.064,0.048,0.106,0.082,0.076,0.104,0.086,0.162,0.024,0.032,0.008,0.004,0.01,0.006,0.11,0.02,0.112,0.082,0.068,0.0,0.054,0.4677,0.006,0.036,0.06,0.0176,0.028,0.006,0.02
HBY,0.2581,0.0161,0.006,0.0055,0.02,0.0774,0.0783,0.0872,0.0184,0.07,0.0,0.006,0.008,0.3738,0.038,0.01,0.002,0.082,0.02,0.006,0.068,0.01,0.144,0.088,0.038,0.02,0.0487,0.002,0.054,0.03,0.01,0.0998,0.096,0.0687,0.0414,0.006,0.008,0.024,0.052,0.012,0.1472,0.012,0.1062,0.0641,0.002,0.0,0.002,0.2136,0.008,0.0502,0.016,0.0197,0.007,0.002,0.022
PFP,0.344,0.018,0.0,0.022,0.014,0.048,0.06,0.06,0.0,0.024,0.0,0.006,0.032,0.5268,0.004,0.0,0.006,0.054,0.014,0.104,0.052,0.028,0.048,0.056,0.048,0.0695,0.056,0.0,0.1177,0.028,0.016,0.072,0.0828,0.14,0.13,0.0,0.006,0.04,0.03,0.142,0.0968,0.048,0.028,0.0917,0.006,0.0,0.002,0.338,0.018,0.086,0.01,0.018,0.01,0.0,0.0623
HDK,0.542,0.192,0.006,0.1017,0.006,0.068,0.028,0.032,0.0,0.067,0.002,0.008,0.008,0.4969,0.023,0.002,0.006,0.032,0.016,0.0,0.172,0.016,0.038,0.048,0.05,0.0571,0.016,0.004,0.0515,0.018,0.008,0.046,0.0654,0.046,0.1892,0.006,0.02,0.028,0.01,0.048,0.084,0.046,0.0609,0.0575,0.012,0.006,0.006,0.2017,0.002,0.034,0.008,0.0,0.0374,0.004,0.0425
LRQ,0.222,0.024,0.004,0.0319,0.0138,0.0398,0.024,0.0403,0.002,0.016,0.002,0.01,0.002,0.5732,0.01,0.0,0.014,0.038,0.032,0.004,0.108,0.0671,0.062,0.034,0.06,0.118,0.118,0.002,0.036,0.02,0.002,0.042,0.062,0.09,0.0681,0.022,0.028,0.024,0.112,0.1001,0.04,0.008,0.0441,0.042,0.022,0.006,0.006,0.27,0.0,0.0659,0.008,0.0001,0.006,0.0,0.01
KLZ,0.1475,0.0,0.004,0.004,0.03,0.08,0.032,0.096,0.002,0.2416,0.012,0.012,0.06,0.4254,0.0006,0.002,0.026,0.068,0.054,0.012,0.04,0.01,0.014,0.0,0.054,0.006,0.126,0.078,0.13,0.048,0.048,0.11,0.09,0.106,0.032,0.03,0.012,0.026,0.036,0.006,0.1,0.016,0.1,0.046,0.03,0.0,0.06,0.4471,0.004,0.0094,0.026,0.012,0.016,0.012,0.002
OFL,0.244,0.01,0.004,0.012,0.028,0.1,0.0756,0.1099,0.04,0.152,0.012,0.032,0.028,0.4779,0.036,0.004,0.01,0.116,0.05,0.01,0.132,0.016,0.036,0.02,0.062,0.028,0.13,0.04,0.0984,0.028,0.018,0.13,0.046,0.13,0.048,0.02,0.02,0.04,0.064,0.01,0.056,0.012,0.064,0.046,0.012,0.0,0.046,0.37,0.004,0.008,0.018,0.012,0.014,0.004,0.002
QTV,0.198,0.008,0.0,0.052,0.026,0.034,0.034,0.056,0.002,0.03,0.004,0.008,0.022,0.2421,0.004,0.002,0.002,0.066,0.026,0.0,0.0281,0.026,0.028,0.012,0.032,0.034,0.12,0.002,0.084,0.07,0.024,0.196,0.194,0.212,0.048,0.044,0.016,0.042,0.064,0.0361,0.208,0.082,0.06,0.11,0.014,0.008,0.012,0.262,0.012,0.036,0.01,0.012,0.022,0.0,0.026
GZB,0.3901,0.0141,0.0316,0.008,0.002,0.1324,0.0886,0.0863,0.0178,0.245,0.006,0.122,0.014,0.2144,0.097,0.0351,0.0062,0.0581,0.008,0.004,0.022,0.0119,0.04,0.026,0.008,0.012,0.012,0.006,0.0886,0.008,0.008,0.048,0.0525,0.052,0.1049,0.014,0.0944,0.016,0.006,0.0149,0.0705,0.0269,0.0819,0.0381,0.004,0.0042,0.006,0.1784,0.058,0.0259,0.014,0.02,0.042,0.002,0.0841
TPS,0.1823,0.02,0.024,0.004,0.01,0.102,0.048,0.1645,0.006,0.212,0.014,0.054,0.032,0.214,0.016,0.004,0.01,0.024,0.022,0.002,0.012,0.006,0.012,0.004,0.014,0.01,0.049,0.162,0.234,0.012,0.084,0.072,0.058,0.1223,0.054,0.0235,0.022,0.014,0.018,0.0077,0.034,0.0057,0.0759,0.0361,0.022,0.0,0.056,0.343,0.002,0.024,0.08,0.037,0.004,0.002,0.014
LXW,0.264,0.008,0.0,0.008,0.002,0.016,0.012,0.04,0.0,0.058,0.0,0.014,0.004,0.344,0.002,0.0,0.002,0.022,0.014,0.004,0.038,0.024,0.038,0.098,0.114,0.132,0.042,0.0,0.01,0.02,0.014,0.068,0.072,0.126,0.024,0.0,0.0,0.022,0.034,0.046,0.076,0.036,0.036,0.058,0.008,0.0,0.002,0.2319,0.0,0.066,0.01,0.018,0.008,0.0,0.138
FCD,0.07,0.004,0.0,0.008,0.08,0.042,0.006,0.068,0.0,0.052,0.0,0.004,0.12,0.1435,0.0,0.0,0.0,0.03,0.008,0.01,0.006,0.022,0.008,0.002,0.018,0.014,0.22,0.094,0.134,0.066,0.048,0.174,0.194,0.2585,0.028,0.036,0.016,0.034,0.022,0.0375,0.134,0.034,0.046,0.062,0.02,0.0,0.046,0.342,0.004,0.016,0.04,0.002,0.016,0.0,0.008
QES,0.09,0.008,0.0,0.002,0.12,0.0998,0.018,0.07,0.002,0.1569,0.004,0.018,0.068,0.1699,0.006,0.0,0.06,0.012,0.02,0.008,0.006,0.0,0.006,0.0,0.032,0.0,0.1187,0.1,0.112,0.042,0.034,0.116,0.066,0.192,0.01,0.096,0.004,0.024,0.02,0.0,0.016,0.004,0.092,0.0878,0.04,0.004,0.126,0.4287,0.002,0.002,0.038,0.012,0.01,0.0,0.0
UWO,0.116,0.0077,0.0,0.0,0.066,0.0576,0.02,0.08,0.004,0.272,0.014,0.064,0.086,0.5507,0.014,0.0,0.006,0.054,0.074,0.022,0.0657,0.002,0.01,0.002,0.066,0.016,0.068,0.084,0.1099,0.02,0.022,0.044,0.034,0.068,0.028,0.008,0.012,0.008,0.006,0.004,0.016,0.002,0.03,0.018,0.04,0.006,0.1026,0.5003,0.0,0.0043,0.008,0.0018,0.02,0.002,0.0
RUC,0.3676,0.008,0.012,0.008,0.014,0.08,0.016,0.062,0.006,0.39,0.0385,0.164,0.062,0.299,0.058,0.014,0.006,0.03,0.018,0.006,0.018,0.0,0.002,0.004,0.0199,0.008,0.012,0.032,0.132,0.012,0.03,0.03,0.038,0.038,0.044,0.014,0.028,0.01,0.014,0.004,0.024,0.0,0.114,0.022,0.008,0.0,0.022,0.3449,0.0,0.024,0.006,0.018,0.034,0.01,0.016
UYA,0.092,0.0,0.0,0.002,0.024,0.0299,0.006,0.05,0.0,0.038,0.002,0.002,0.014,0.4563,0.0,0.0,0.0,0.012,0.09,0.0,0.012,0.002,0.014,0.002,0.25,0.028,0.3272,0.044,0.046,0.072,0.044,0.178,0.06,0.1867,0.02,0.012,0.002,0.026,0.022,0.0033,0.04,0.006,0.186,0.055,0.014,0.0,0.018,0.433,0.002,0.022,0.04,0.0,0.002,0.0,0.008
XWW,0.2746,0.004,0.006,0.018,0.022,0.106,0.096,0.096,0.012,0.348,0.018,0.09,0.066,0.2368,0.032,0.01,0.008,0.044,0.014,0.012,0.008,0.002,0.01,0.0,0.014,0.01,0.052,0.046,0.1409,0.034,0.036,0.074,0.046,0.086,0.054,0.024,0.038,0.008,0.032,0.004,0.044,0.0103,0.112,0.026,0.08,0.01,0.048,0.3577,0.002,0.02,0.042,0.044,0.04,0.01,0.012
DIL,0.2632,0.004,0.0,0.004,0.008,0.062,0.05,0.0797,0.002,0.2679,0.02,0.158,0.048,0.158,0.022,0.006,0.04,0.012,0.012,0.002,0.002,0.0,0.008,0.0,0.008,0.002,0.004,0.024,0.3254,0.018,0.014,0.026,0.022,0.078,0.02,0.006,0.046,0.004,0.0,0.008,0.032,0.012,0.084,0.026,0.034,0.002,0.064,0.2412,0.002,0.004,0.206,0.012,0.108,0.002,0.01
ZMP,0.266,0.034,0.0,0.006,0.082,0.08,0.022,0.034,0.0,0.016,0.0,0.006,0.0,0.424,0.002,0.002,0.0,0.032,0.01,0.004,0.044,0.006,0.142,0.198,0.066,0.072,0.116,0.0,0.0175,0.024,0.0,0.07,0.044,0.128,0.024,0.002,0.002,0.026,0.046,0.02,0.048,0.032,0.058,0.0615,0.002,0.004,0.004,0.302,0.0,0.1,0.006,0.01,0.002,0.0,0.0825
NPN,0.4499,0.016,0.002,0.0,0.02,0.1056,0.032,0.158,0.01,0.21,0.016,0.096,0.012,0.2821,0.094,0.008,0.03,0.046,0.036,0.012,0.076,0.01,0.162,0.144,0.026,0.016,0.004,0.016,0.0418,0.014,0.012,0.008,0.048,0.022,0.132,0.014,0.158,0.038,0.018,0.002,0.036,0.008,0.046,0.032,0.03,0.062,0.034,0.1999,0.016,0.004,0.0,0.0134,0.028,0.006,0.0383
BOB,0.156,0.0119,0.0,0.018,0.058,0.064,0.042,0.07,0.0,0.028,0.0,0.002,0.02,0.414,0.0057,0.0,0.002,0.028,0.018,0.01,0.0443,0.13,0.022,0.014,0.0123,0.044,0.182,0.0,0.0652,0.036,0.004,0.068,0.054,0.094,0.058,0.044,0.02,0.056,0.116,0.15,0.048,0.016,0.036,0.0812,0.008,0.004,0.01,0.2719,0.014,0.0841,0.024,0.014,0.01,0.0,0.0068
HAF,0.098,0.008,0.002,0.0,0.092,0.02,0.034,0.088,0.002,0.2021,0.004,0.006,0.014,0.1619,0.006,0.002,0.006,0.014,0.014,0.0,0.012,0.0,0.006,0.004,0.006,0.004,0.08,0.442,0.1401,0.028,0.066,0.054,0.024,0.076,0.02,0.02,0.004,0.038,0.002,0.0079,0.03,0.008,0.034,0.02,0.012,0.002,0.132,0.546,0.006,0.002,0.076,0.002,0.008,0.01,0.002
TUD,0.3668,0.0179,0.022,0.008,0.012,0.0681,0.018,0.0519,0.004,0.3085,0.026,0.148,0.082,0.2437,0.046,0.004,0.006,0.032,0.006,0.02,0.0148,0.006,0.006,0.002,0.012,0.008,0.024,0.04,0.1593,0.032,0.032,0.06,0.06,0.096,0.088,0.026,0.05,0.02,0.016,0.0073,0.046,0.012,0.074,0.03,0.018,0.012,0.04,0.3817,0.004,0.0201,0.0269,0.006,0.038,0.024,0.022
BGB,0.3173,0.042,0.012,0.03,0.006,0.048,0.016,0.026,0.008,0.0722,0.0,0.032,0.008,0.1971,0.0349,0.0098,0.0078,0.098,0.006,0.008,0.028,0.008,0.018,0.008,0.004,0.008,0.008,0.018,0.038,0.034,0.024,0.1559,0.1545,0.0737,0.1082,0.006,0.036,0.02,0.008,0.044,0.4079,0.37,0.0998,0.03,0.002,0.0,0.02,0.1529,0.004,0.0131,0.014,0.002,0.092,0.01,0.02
BGZ,0.076,0.0,0.0,0.002,0.092,0.052,0.016,0.068,0.0,0.188,0.004,0.024,0.074,0.098,0.002,0.0,0.004,0.006,0.006,0.002,0.002,0.01,0.014,0.0,0.006,0.004,0.046,0.102,0.146,0.038,0.05,0.1063,0.118,0.1457,0.024,0.048,0.01,0.014,0.002,0.008,0.0657,0.024,0.0637,0.062,0.084,0.0,0.152,0.436,0.01,0.014,0.096,0.014,0.01,0.0,0.01
OTE,0.13,0.004,0.004,0.012,0.05,0.028,0.008,0.048,0.002,0.088,0.008,0.008,0.03,0.136,0.008,0.002,0.004,0.03,0.01,0.006,0.01,0.006,0.024,0.002,0.018,0.008,0.072,0.036,0.072,0.162,0.052,0.202,0.266,0.346,0.03,0.022,0.01,0.012,0.012,0.012,0.254,0.068,0.092,0.078,0.036,0.0,0.07,0.274,0.018,0.018,0.05,0.01,0.016,0.002,0.014
UBZ,0.373,0.0281,0.008,0.0196,0.0152,0.1006,0.0795,0.0533,0.004,0.0641,0.002,0.026,0.012,0.3917,0.03,0.0,0.008,0.042,0.0101,0.01,0.036,0.018,0.0959,0.06,0.0379,0.0356,0.075,0.002,0.0645,0.014,0.01,0.0759,0.0932,0.1107,0.0709,0.048,0.022,0.032,0.034,0.0305,0.0914,0.016,0.0524,0.0887,0.024,0.002,0.006,0.1939,0.012,0.03,0.018,0.012,0.0215,0.0,0.028
ZZG,0.4,0.004,0.0103,0.0,0.018,0.1231,0.018,0.1363,0.0,0.3983,0.056,0.1203,0.032,0.3378,0.0819,0.008,0.032,0.034,0.028,0.0241,0.034,0.004,0.008,0.014,0.0283,0.022,0.0157,0.098,0.2464,0.008,0.024,0.028,0.016,0.064,0.0537,0.018,0.0478,0.018,0.0121,0.014,0.014,0.002,0.086,0.046,0.016,0.006,0.0539,0.4024,0.002,0.032,0.0256,0.01,0.02,0.012,0.008
IMA,0.078,0.002,0.0,0.05,0.002,0.02,0.014,0.024,0.002,0.036,0.0,0.004,0.0,0.044,0.006,0.006,0.002,0.018,0.002,0.0,0.002,0.014,0.084,0.01,0.01,0.01,0.012,0.0,0.012,0.026,0.02,0.1096,0.328,0.064,0.024,0.002,0.008,0.008,0.014,0.018,0.3376,0.272,0.03,0.03,0.042,0.006,0.0,0.23,0.002,0.006,0.006,0.002,0.02,0.0,0.13
ULU,0.2355,0.024,0.0,0.024,0.02,0.0251,0.018,0.0753,0.0,0.024,0.0035,0.006,0.038,0.1655,0.004,0.0,0.004,0.048,0.004,0.004,0.01,0.018,0.016,0.0,0.012,0.02,0.116,0.028,0.066,0.086,0.036,0.2885,0.27,0.3257,0.03,0.016,0.0045,0.026,0.026,0.0237,0.2395,0.04,0.0735,0.098,0.014,0.0,0.024,0.238,0.0047,0.014,0.034,0.006,0.016,0.0,0.038
QIQ,0.102,0.006,0.0019,0.002,0.076,0.042,0.024,0.042,0.0,0.048,0.0,0.002,0.07,0.3262,0.004,0.002,0.0,0.012,0.064,0.0,0.016,0.016,0.004,0.002,0.03,0.024,0.4121,0.034,0.102,0.078,0.03,0.128,0.064,0.202,0.02,0.016,0.016,0.014,0.032,0.014,0.05,0.0,0.03,0.0663,0.01,0.0,0.032,0.4164,0.024,0.024,0.066,0.0081,0.002,0.0,0.0
VSE,0.0535,0.002,0.0,0.002,0.068,0.0293,0.01,0.054,0.0,0.0395,0.002,0.014,0.034,0.154,0.002,0.0,0.0,0.014,0.028,0.0,0.0045,0.01,0.012,0.002,0.004,0.004,0.208,0.032,0.164,0.086,0.042,0.078,0.04,0.186,0.026,0.028,0.004,0.004,0.016,0.006,0.054,0.012,0.028,0.078,0.018,0.002,0.04,0.3022,0.124,0.004,0.202,0.0056,0.004,0.0,0.006
IJD,0.132,0.006,0.002,0.034,0.018,0.02,0.024,0.046,0.0,0.0144,0.0,0.006,0.028,0.1158,0.004,0.0,0.0,0.008,0.022,0.016,0.01,0.006,0.022,0.0,0.012,0.0064,0.086,0.002,0.042,0.108,0.034,0.31,0.14,0.2287,0.046,0.088,0.0044,0.012,0.034,0.0353,0.206,0.114,0.032,0.08,0.0,0.002,0.012,0.1616,0.01,0.044,0.008,0.012,0.012,0.0,0.032
CLM,0.1535,0.018,0.0,0.0,0.086,0.2203,0.1039,0.1828,0.014,0.1759,0.012,0.052,0.066,0.1838,0.0139,0.002,0.02,0.032,0.0274,0.006,0.03,0.002,0.004,0.0,0.006,0.006,0.0418,0.026,0.1521,0.0259,0.046,0.062,0.036,0.108,0.022,0.038,0.006,0.0041,0.014,0.006,0.034,0.002,0.078,0.054,0.044,0.018,0.066,0.2933,0.0087,0.0199,0.074,0.1027,0.024,0.004,0.002
